wr_level,minute,count,avg_target_networth_diff,avg_target_networth_diff_piecewise_time_only,avg_target_networth_diff_base_monotonic,avg_target_networth_diff_raw,median_target_networth_diff,median_target_networth_diff_piecewise_time_only,median_target_networth_diff_base_monotonic,median_target_networth_diff_raw,min_target_networth_diff,max_target_networth_diff
90,54,45,-29259.44,-27430.26,-10279.27,-10273.49,-196694.68,-21852.09,-9824.0,-6171.0,-49807.0,-1325.0
90,55,32,-31432.91,-29332.24,-13418.38,-13418.38,-233152.11,-23064.39,-9824.0,-9065.0,-45044.0,-1657.0
90,56,30,-33767.83,-31366.1,-13418.38,-12894.77,-276366.93,-24343.95,-10657.0,-10657.0,-41617.0,-140.0
90,57,23,-36276.2,-33540.98,-13959.09,-13959.09,-327591.62,-25694.49,-12512.0,-12512.0,-41128.0,-276.0
90,58,18,-38970.89,-35866.67,-14697.83,-14697.83,-327592.75,-27119.96,-12512.0,-11862.0,-39556.0,-561.0
90,59,16,-41865.75,-38353.62,-15428.75,-15428.75,-327593.88,-28624.51,-12512.0,-10712.5,-41796.0,-343.0
90,60,16,-44975.64,-41013.01,-15428.75,-14891.12,-327595.0,-30212.53,-12512.0,-11767.5,-39440.0,-1956.0
90,61,14,-48316.55,-43856.8,-15428.75,-13177.71,-327596.13,-31888.65,-13854.0,-13854.0,-33863.0,-1530.0
90,62,12,-51905.63,-46897.77,-15428.75,-14948.33,-327597.25,-33657.75,-16122.5,-16122.5,-26253.0,-4375.0
90,63,12,-55761.32,-50149.6,-15632.42,-15632.42,-327598.38,-35525.0,-16122.5,-14562.5,-30035.0,-5938.0
90,64,12,-59903.42,-53626.91,-16681.67,-16681.67,-327599.5,-37495.84,-16401.0,-16401.0,-31791.0,-2146.0
90,65,12,-64353.21,-57345.33,-16681.67,-12275.25,-327600.62,-39576.02,-16401.0,-12630.0,-33241.0,-324.0
90,66,8,-66419.81,-61321.58,-18195.88,-18195.88,-327600.71,-41771.6,-19562.5,-19562.5,-33906.0,-2604.0
90,67,8,-66420.81,-65573.54,-18195.88,-15950.25,-327601.62,-44088.99,-19562.5,-14990.0,-36792.0,-1165.0
90,68,8,-70120.32,-70120.32,-18195.88,-14906.5,-327602.62,-46534.94,-19562.5,-12055.5,-36181.0,-792.0
90,69,7,-74982.37,-74982.37,-18195.88,-12249.86,-327603.62,-49116.58,-19562.5,-9130.0,-34187.0,-2126.0
90,70,6,-80181.55,-80181.55,-18195.88,-17343.33,-327604.62,-51841.45,-19562.5,-13201.5,-49982.0,-300.0
